start_time,end_time,activity
16:59,17:00,YOGA
17:00,17:00,SCHOOL_WO
17:00,17:15,PRO_EMBE
17:15,18:54,COOK
18:54,21:08,JJB
23:40,23:41,NOTHING
23:41,23:41,PRO_EMBE
23:41,23:42,PHONE
23:42,23:45,GAMES
23:45,23:53,GAMES
